,json_name,#R,#M_per_R,#E_per_R,#A_per_R,cost,#bad_reac,buggy
35,70--1of1.json (36/65),43468,6.174496181098739,133.09335603202356,66.30601822029999,119.48644971847534,16,False
36,71--1of1.json (37/65),37036,6.22434928177989,134.911977535371,67.05732260503294,102.2972629070282,3,False
37,77--1of1.json (38/65),22561,6.437214662470635,119.80151589025309,60.9906919019547,58.703246116638184,6,False
38,7d--1of1.json (39/65),1536,12.0625,301.625,145.91666666666666,8.904760837554932,0,False
39,83--1of1.json (40/65),18637,6.42603423297741,117.15254601062402,59.612169340559106,47.50003218650818,4,False
40,84--1of1.json (41/65),91327,6.357845982020651,143.43760333745772,70.88628773528092,269.8167679309845,21,False
41,89--1of1.json (42/65),24,12.0,309.5,151.75,0.1390676498413086,0,False
42,8b--1of1.json (43/65),19782,6.352795470629865,115.3322212112021,58.70624810433728,49.73927855491638,8,False
43,8d--1of1.json (44/65),27,9.037037037037036,176.96296296296296,86.18518518518519,0.09978199005126953,0,False
44,99--1of1.json (45/65),70710,6.261080469523406,140.54119643614766,69.4811483524254,202.0918905735016,15,False
45,a3--1of1.json (46/65),11338,6.165902275533604,109.46816016934204,55.95466572587758,26.915462732315063,2,False
46,ac--1of1.json (47/65),1728,9.0,194.22222222222223,95.22222222222223,6.87985634803772,0,False
47,b2--1of1.json (48/65),147930,6.537538024741432,149.577408233624,73.55867640100047,457.693767786026,27,False
48,b4--1of1.json (49/65),1152,12.0,266.125,129.66666666666666,6.086843490600586,0,False
49,b8--1of1.json (50/65),42470,6.480362608900401,133.19232399340711,66.63275253119849,118.20218873023987,13,False
50,c1--1of1.json (51/65),20151,6.364944667758424,118.70706168428366,60.312143317949484,51.788365840911865,8,False
51,ca--1of1.json (52/65),13624,6.250733998825602,113.39856136230182,57.85334703464474,33.393834829330444,4,False
52,cb--1of1.json (53/65),288,11.875,242.0,119.41666666666667,1.4311580657958984,0,False
53,cd--1of1.json (54/65),119654,6.438405736540358,146.69441890785097,72.2914904641717,357.48337626457214,41,False
54,d1--1of1.json (55/65),100244,6.453673037787798,144.0853916443877,71.23541558597023,294.20894503593445,20,False
55,d2--1of1.json (56/65),1728,22.0,393.8333333333333,199.75,14.81880784034729,0,False
56,d3--1of1.json (57/65),264,11.977272727272727,289.530303030303,139.63636363636363,1.4263348579406738,0,False
57,d9--1of1.json (58/65),20173,6.37084221484162,122.21821246220195,61.76944430674664,52.34545087814331,4,False
58,de--1of1.json (59/65),409035,6.813236031146479,129.96695637292652,64.29271089271089,1147.5886342525482,0,False
59,df--1of1.json (60/65),37059,6.525432418575784,129.00385871178392,64.80749615478021,101.12495684623718,9,False
60,e2--1of1.json (61/65),36472,6.297598157490678,136.68035753454706,67.9368282518096,102.50329184532166,6,False
61,f4--1of1.json (62/65),56447,6.274948181479973,140.58323737311105,69.60286640565486,162.11596751213074,6,False
62,f6--1of1.json (63/65),19597,6.427412359034546,122.04766035617696,61.882635097208755,51.27923631668091,2,False
63,fa--1of1.json (64/65),17851,5.98386645005882,107.24598061733236,54.48198980449275,41.971463441848755,4,False
64,fc--1of1.json (65/65),80,6.0,131.6,64.25,0.21186065673828125,0,False
